respondent id,agency code,loan type,property type,loan purpose,owner occ,loan amount,pre approval,action taken,msa/md,state,county,census tract,applicant ethnicity,coapp ethnicity,applicant race 1,coapp race,sex,coapp sex,income,type of purchaser,denial reason 1,denial reason 2,denial reason 3,rate of spread,hoepa status,lien status
364327855,7,1,1,1,1,333,2,1,33460,27,53,81,2,2,5,5,2,1,140,6,,,,NA,2,1
364327855,7,1,1,3,1,135,3,1,33460,27,139,802.01,2,5,5,8,1,5,68,6,,,,NA,2,1
364327855,7,1,1,1,1,225,2,1,33460,27,171,1002.04,2,2,5,5,1,2,99,6,,,,NA,2,1
364327855,7,1,1,1,1,142,2,1,NA,27,115,9506,2,5,5,8,2,5,35,6,,,,NA,2,1
364327855,7,1,1,1,1,108,2,1,33460,27,123,407.06,2,2,5,5,1,2,46,6,,,,NA,2,1
364327855,7,1,1,1,1,268,2,1,33460,27,3,502.22,2,2,5,5,1,2,114,6,,,,NA,2,1
364327855,7,1,1,3,1,125,3,1,33460,27,53,270.01,2,2,5,5,1,2,48,6,,,,NA,2,1
364327855,7,1,1,1,1,131,2,1,33460,27,53,1055,2,5,5,8,1,5,52,6,,,,NA,2,1
364327855,7,1,1,1,1,119,2,1,NA,27,85,9503,2,2,5,5,1,2,47,6,,,,NA,2,1
364327855,7,1,1,3,1,150,3,1,33460,27,123,414,2,5,5,8,1,5,75,6,,,,NA,2,1
364327855,7,1,1,1,1,230,2,1,33460,27,53,247,2,2,5,3,2,1,109,6,,,,NA,2,1
364327855,7,1,1,3,1,198,3,1,33460,27,53,1029,2,5,5,8,1,5,115,6,,,,NA,2,1
364327855,7,1,1,3,1,183,3,1,33460,27,37,604.01,2,5,5,8,1,5,54,6,,,,NA,2,1
364327855,7,1,1,1,1,170,2,1,33460,27,37,608.26,2,5,5,8,2,5,64,6,,,,NA,2,1
364327855,7,1,1,1,1,240,2,1,33460,27,53,1049,2,5,5,8,2,5,131,6,,,,NA,2,1
364327855,7,1,1,1,1,200,2,1,33460,27,53,3,2,2,5,5,2,2,199,6,,,,NA,2,1
364327855,7,1,1,1,1,308,2,1,33460,27,37,605.08,2,2,5,5,1,2,160,6,,,,NA,2,1
364327855,7,1,1,3,1,143,3,1,33460,27,171,1001,3,3,5,5,1,2,67,6,,,,NA,2,1
364327855,7,1,1,1,1,320,2,1,33460,27,53,228.02,2,2,5,5,1,2,80,6,,,,NA,2,1
364327855,7,1,1,1,1,199,2,1,33460,27,53,267.15,2,5,5,8,2,5,79,6,,,,NA,2,1
364327855,7,1,1,1,1,369,2,1,33460,27,3,516,2,2,5,5,2,1,131,6,,,,NA,2,1
364327855,7,1,1,1,1,326,2,1,33460,27,53,77,2,2,5,5,2,1,213,6,,,,NA,2,1
364327855,7,1,1,3,1,251,3,1,33460,27,37,609.07,2,2,5,5,2,1,161,6,,,,NA,2,1
364327855,7,1,1,1,1,264,2,1,33460,27,25,1102,2,5,5,8,1,5,66,6,,,,NA,2,1
364327855,7,1,1,3,1,140,3,1,33460,27,25,1104.02,2,5,5,8,1,5,52,6,,,,NA,2,1
364327855,7,1,1,1,1,218,2,1,33460,27,123,339,2,2,5,5,2,1,63,6,,,,NA,2,1
364327855,7,1,1,3,1,195,3,1,33460,27,53,277,2,2,5,5,2,1,70,6,,,,NA,2,1
364327855,7,1,1,3,1,120,3,1,33460,27,53,258.01,2,5,5,8,2,5,38,6,,,,NA,2,1
364327855,7,1,1,1,1,193,2,1,NA,27,23,9506,2,2,5,5,2,1,77,6,,,,NA,2,1
364327855,7,1,1,1,1,603,2,1,33460,27,53,269.09,2,2,5,5,1,2,122,6,,,,NA,2,1
364327855,7,1,1,3,1,228,3,1,33460,27,141,303,2,2,5,5,1,2,152,6,,,,NA,2,1
364327855,7,1,1,1,1,396,2,1,33460,27,163,702.03,2,5,5,8,1,5,175,6,,,,NA,2,1
364327855,7,1,1,1,1,113,2,1,33460,27,53,1004,2,2,5,5,2,1,164,6,,,,NA,2,1
364327855,7,1,1,3,1,251,3,1,33460,27,123,331,2,5,5,8,2,5,73,6,,,,NA,2,1
364327855,7,1,1,1,1,192,2,1,33460,27,37,607.37,2,5,5,8,2,5,48,6,,,,NA,2,1
364327855,7,1,1,1,1,240,2,1,33460,27,163,702.05,2,5,5,8,1,5,85,6,,,,NA,2,1
